474,8200,26
475,6616,71
476,7892,49
477,7324,28
478,1415,98
479,2974,10
480,9601,77
481,1052,76
482,530,52
483,6006,87
484,4449,99
485,6236,66
486,8001,17
487,2034,35
488,7366,98
489,8507,95
490,9111,5
491,9190,28
492,4698,28
493,5805,93
494,2160,97
495,2528,72
496,9169,45
497,7979,25
498,1059,83
499,3762,27
500,3830,21
501,6512,34
502,8461,34
503,2224,59
504,7292,57
505,2469,61
506,8010,72
507,4483,16
508,1407,50
509,9900,82
510,146,17
511,6407,73
512,7087,6
513,1171,64
514,527,63
515,5812,72
516,7089,37
517,7267,28
518,1948,80
519,3532,56
520,2379,41
521,6721,52
522,9817,11
523,3096,17
524,1491,83
525,6948,12
526,6501,6
527,3110,67
528,9898,89
529,3891,54
530,292,75
531,5861,41
532,4184,38
533,4008,36
534,3696,56
535,7530,60
536,4619,14
537,7543,14
538,5454,86
539,6737,39
540,5791,35
541,740,21
542,8119,90
543,8037,9
544,9210,73
545,9520,35
546,3787,95
547,6883,13
548,9586,98
549,6262,55
550,9510,93
551,1514,56
552,9121,33
553,721,86
554,1852,58
555,3676,40
556,3300,81
557,1012,90
558,423,50
559,1592,54
560,3133,64
561,213,24
562,7570,19
563,7050,44
564,143,38
565,3672,76
566,8181,19
567,5939,43
568,5321,56
569,2953,75
570,6275,11
571,5894,12
572,3203,29
573,2072,68
574,7034,2
575,5417,7
576,5854,16
577,8167,77
578,3804,72
579,2735,57
580,9606,25
581,4679,97
582,2672,18
583,6166,53
584,9435,74
585,7324,93
586,7906,48
587,5285,30
588,1203,59
589,6894,60
590,2100,24
591,9483,80
592,9020,2
593,2456,80
594,3943,83
595,8929,40
596,1598,23
597,3492,57
598,6383,31
599,4422,20
600,933,90
601,1527,91
602,4963,70
603,1027,67
604,6326,71
605,5482,43
606,2388,99
607,7459,88
608,3692,86
609,6389,32
610,6184,10
611,3341,30
612,3,63
613,4211,79
614,8648,49
615,3283,51
616,1456,64
617,9499,30
618,4858,15
619,4743,15
620,603,81
621,1767,34
622,7347,87
623,6557,87
624,1297,43
625,9752,42
626,420,44
627,7421,39
628,3161,63
629,8968,53
630,2421,69
631,2468,4
632,9218,99
633,2455,19
634,4650,35
635,6338,53
636,659,50
637,402,2
638,9488,62
639,9044,10
640,2062,60
641,9344,11
642,5124,29
643,6143,16
644,9475,21
645,1172,5
646,9519,79
647,7932,28
648,7764,47
649,4969,45
650,9742,87
651,9825,51
652,1568,86
653,8406,26
654,8265,94
655,1839,6
656,9481,92
657,4967,64
658,9026,20
659,2888,66
660,7299,54
661,2554,37
662,9858,84
663,7710,12
664,1950,17
665,2192,65
666,5063,8
667,4250,45
668,2243,22
669,7686,95
670,2262,59
671,2992,76
672,2865,71
673,6346,25
674,1226,72
675,2548,89
676,5452,66
677,7499,12
678,6666,96
679,4009,33
680,7887,86
681,2465,70
682,9297,68
683,9581,41
684,448,39
685,4205,63
686,8949,90
687,5531,2
688,8393,31
689,5862,57
690,3268,71
691,9223,83
692,5670,25
693,6186,40
694,1930,72
695,4188,34
696,8555,25
697,3845,52
698,4446,72
699,1548,39
700,1771,83
701,9763,61
702,5107,42
703,5770,39
704,8249,44
705,3119,30
706,2198,94
707,2393,57
708,141,60
709,3440,92
710,931,76
711,4046,90
712,5359,35
713,8416,98
714,1316,41
715,5777,70
716,6795,40
717,7044,1
718,832,0
719,6480,9
720,5523,40
721,2754,63
722,4098,4
723,7747,6
724,5883,23
725,9548,49
726,9893,30
727,7379,4
728,1483,86
729,5055,25
730,7915,91
731,9124,7
732,8529,31
733,8769,19
734,8980,53
735,598,27
736,5926,19
737,3302,81
738,656,68
739,6420,39
740,4392,38
741,5511,94
742,638,80
743,9535,86
744,1920,52
745,7080,98
746,8657,10
747,5623,79
748,2370,66
749,7624,25
750,718,78
751,6931,66
752,3731,48
753,7746,72
754,3438,86
755,3084,59
756,2290,0
757,2113,97
758,3642,3
759,6129,51
760,9473,98
761,5398,54
762,490,6
763,6393,3
764,7570,84
765,5288,97
766,4396,33
767,6010,60
768,4608,14
769,4672,97
770,77,97
771,6954,29
772,7429,13
773,7454,34
774,2871,14
775,7713,75
776,7870,86
777,2630,26
778,6288,16
779,1219,69
780,6275,9
781,3223,15
782,1962,33
783,9877,76
784,5145,13
785,5695,0
786,3382,86
787,9748,63
788,3873,8
789,4039,16
790,1862,82
791,1245,40
792,7019,26
793,9170,65
794,6134,99
795,9322,46
796,9053,53
797,3079,3
798,3935,42
799,8664,34
800,9661,10
801,5382,69
802,9164,15
803,6010,96
804,3409,82
805,859,51
806,2879,61
807,7160,37
808,8137,61
809,4284,81
810,7796,88
811,7757,20
812,8308,93
813,8942,28
814,5948,8
815,1323,42
816,5199,96
817,9729,66
818,2912,0
819,8478,87
820,7946,32
821,4828,50
822,3598,33
823,1801,80
824,8316,93
825,7083,54
826,1848,44
827,4038,23
828,7833,51
829,2398,73
830,3820,65
831,467,81
832,2583,83
833,4459,77
834,9171,14
835,3974,69
836,3351,7
837,9020,91
838,1868,11
839,840,87
840,9064,36
841,8453,39
842,3841,20
843,2145,71
844,7627,18
845,7611,34
846,422,64
847,2622,97
848,431,67
849,9581,35
850,1096,90
851,7797,32
852,5593,29
853,3554,90
854,8715,47
855,9804,49
856,3396,22
857,9768,68
858,1825,55
859,1067,66
860,8615,36
861,4135,60
862,7835,20
863,3121,4
864,3838,83
865,8947,21
866,9493,97
867,1540,27
868,4637,28
869,4704,70
870,567,98
871,1129,63
872,2763,60
873,3358,16
874,3888,23
875,6197,92
876,4183,35
877,2618,63
878,8168,62
879,1362,95
880,1677,60
881,8019,76
882,9209,73
883,8412,87
884,5732,73
885,7196,81
886,8702,29
887,1341,44
888,1379,80
889,8210,9
890,204,47
891,8849,66
892,6896,59
893,7483,42
894,441,1
895,7069,71
896,2389,58
897,5445,22
898,6804,55
899,6521,90
900,9131,71
901,991,3
902,4199,20
903,375,42
904,8112,12
905,1924,7
906,4070,58
907,3781,94
908,3317,58
909,6029,90
910,2266,26
911,6956,73
912,1421,65
913,7332,21
914,8415,9
915,2917,0
916,9727,86
917,5377,33
918,7320,56
919,582,10
920,5415,31
921,4825,28
922,4357,46
923,1530,58
924,2027,10
925,2511,65
926,2814,67
927,26,26
928,4024,38
929,3538,5
930,2289,62
931,2141,32
932,362,61
933,7020,7
934,5427,97
935,4192,38
936,1187,39
937,1406,70
938,8702,92
939,4297,42
940,1573,33
941,6100,43
942,8432,50
943,9701,85
944,4563,20
945,7053,40
946,771,47
947,1025,83
948,7791,94
949,9896,30
950,7805,63
951,5138,20
952,5262,38
953,5616,92
954,9480,22
955,6850,85
956,8879,94
957,6519,8
958,1234,2
959,1923,84
960,9458,87
961,4807,57
962,9249,2
963,2442,48
964,6034,86
965,2413,40
966,8582,51
967,4989,56
968,4095,54
969,9966,72
970,1595,82
971,5707,88
972,843,37
973,8863,20
974,8445,94
975,8954,14
976,1919,82
977,289,69
978,2828,15
979,363,84
980,7226,99
981,4858,54
982,1406,36
983,1808,92
984,1529,58
985,1234,23
986,8589,21
987,5756,69
988,244,60
989,2588,2
990,7562,47
991,8750,89
992,8538,39
993,2805,17
994,2848,75
995,1305,11
996,7023,78
997,8038,77
998,8168,76
999,6089,61
1000,1619,33
